client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
7f6ac16d0caa7e96c80ac5b28921aba6ce381499b318092563c55f27ecdfc984312a25425df6ad2028c951dc7905ea5c8ab999feda3144a480c3ef4a3fafb3c8	common_voice_sw_35613446.mp3	kwanza kabisa unaligawanya titi	2	1				sw	
804d81387519ae564392d33810b5c04ed97cf12b583558dd4066c96df19b4bffc686679663e3bec807f86a946eef686adad9de511d4b48aa01e598e15eb1b111	common_voice_sw_35682009.mp3	Watu hawawezi kuenda huko	2	0				sw	
84353ef2b7bacebb9188c5f7fabc27ef691098284b1cd6d04072c2c01282e4eed0b0e53603077ccc0a97f66bd191fa7c52f147490076b53d8f6e1ce4e969f6cf	common_voice_sw_35250421.mp3	watu wa daraja la tatu waliweza kufika kwenye staha	4	1	twenties	male		sw	
8eb72875bb5f339caaf20f1548659464baa22850bbffe1392ea6a787d8e9df28b0fcad3bc94afd2a6043a178d02c863498ad2d7cb417c39f833347535fcb8f20	common_voice_sw_35896018.mp3	korongo hilo lilikuwa na aina tofauti ya viboko	5	4				sw	
944e043bb81c7577dfc16f0e484fdb0eaebab741787162b3ed92e91c5b778c2d106ad302f1c3a1895f98b5c445daf4a8524767cf27501738fdb8a081bdb326b2	common_voice_sw_35851400.mp3	alizoshirikishwa kimataifa ni pamoja na wimbo Nitafanya wa msanii Kidumu wa Burundi Sirimba wa	10	1	twenties	female		sw	
99cb37a240c23cb52723330c1754601c9e97ed03102bafbbe71d2558939f9deb90358246b6676ba1a5d25fcb496f41c047c9e136b867d14108beb4d6bf310186	common_voice_sw_36103556.mp3	Tanzania Clouds imeenda mbali zaidi kwa kuwaumiza kwa mara nyingine kituo cha burudani kwa	7	5	thirties	male		sw	
a0dd8369ba98a73a66890f8a4299316441f7601bbafd4f681a2f16ea2f675109485c1c503e926a8221e86d1771ff7c557024a4838808f075defb0b9834849d45	common_voice_sw_35005258.mp3	huku wakiwa na matumaini ya kupatikana kwa muafaka wa changamoto zinazowakabili	2	1	twenties	female		sw	
a2c1e0aa267a39e3c28fa92e45a345322d758c1636fe2b84950e9dd118ba90b0826b8eb24db9e6959a5d0fd746a869fea2a079469f30aa094633eda07acca0c1	common_voice_sw_36039938.mp3	kuanza mingine baadaye pengine huoni	7	0				sw	
afabb5a1705c97bc2f338dc8e73752f3c432c56ce804fbda870a2b30311af05f29d50ced445ae7621f2dee94939025fa25f56f3eca358bc11c59a2d553b5453a	common_voice_sw_35005298.mp3	ni tokeo la mwingiliano baina ya wenyeji wa pwani ya Afrika Mashariki na wageni	2	1	twenties	female		sw	
ba1059322a64f8245034bf5b465ba188408709a4ed6777654cbd629e59c64be55bc0e9d47248525afd878b61f4cabe2c41a445bd9e5689d306b2381f75419e5c	common_voice_sw_35086162.mp3	Baada ya kuja kwa wazungu waliongeza ulimaji wa kahawa	9	1				sw	
c4bf54f6aa3d2cb0128c105bad197e3c7cd946cb40887454e89458027204d402b8739b0e4fdcf050493e48d2d50fe77ec9a0595992bbb6762bba9fd0049a09fd	common_voice_sw_35684496.mp3	Umenipa ruhusa kuona mahali nimefika	10	0	twenties	male		sw	
c6426b300dba3efb31d2bafea7b28aa2146ebfa03a1402a23b7c652d7b08e97b1f9f31b79d28439c3f8305ba7e139d95843507c1cbf10ceca289adb8ae3bb5d5	common_voice_sw_35775039.mp3	Masikini akipata matako hulia mbwata	6	1				sw	
c90a5da784dab13bba985d82a2797515d664f7b63a3096b8abb108dd1c58ca6d7c16533a0845d228a3f98881261b1bd715125a2bf285cae05586c1fa790a6a21	common_voice_sw_35187461.mp3	wakalazimika kujifunza Kiswahili kwa dhati na kufundisha	2	0				sw	
d0cfea179fed4cfdbea42efd8d6fa2d27cca4bcda7c793779f10d6aa07eb63b7acedcdb3a066388831dff6c13e0bb361eafe8b56f74cc4137a7546684240dba1	common_voice_sw_35146845.mp3	Tusome kwa bidii	2	0				sw	
d1e99834c20cd015472df832d33da6f1cd95cd2280f1b3f7f2558af7c832553f797444d98f290b0bb731fe91f5f34101f0ab266506e59009a52baa96059d6941	common_voice_sw_36465193.mp3	malkia aliomba kibali cha kuongeza kodi kutoka bunge	2	0	twenties	male		sw	
d36713e5f79fcc20bcc240e331c2fe28705944c1032861a59f5ac07f64e205ae524813fad508db65d07ad5d77e4e97fc224e24030af837d0ea1c30affc0cb8ee	common_voice_sw_36040995.mp3	Akieleza changamoto iliyopo eneo la mradi alisema ni kutoelewana kiwango gani Cha udongo kijazwe	8	1	twenties	male		sw	
d7199a8b33f8d37e3066c8b78d98ae7ae0062e27388e0c63c2238adfac8edf2055171335f9a5c2a3d8fdc43c3aedd8126e70b7d0ea7e675a05afd950b6fe3b7a	common_voice_sw_35154710.mp3	Mechi za kwanza ulirekodiwa mwaka elfu moja mia nane sitini na mbili	2	0	twenties	female		sw	
dd4bbd9fb8ea55cfb17e3bece422b1e9b92a0e819fc6be73bf2cd26422e97f8f92a0b7206888687750c47571217f4bc6abdc65d46f8640778b412e591ef9f9a9	common_voice_sw_35124904.mp3	serikali ya kenya ameapa kuendelea na juhudi zake	2	0	twenties	female		sw	
ed69d53958300910c788d348dc5dff449b0f2d290171889ec56c43ea3a7736c4c49f7587082625a6bbeee6114c6a7d4b342b19fc87f421b7e3067eb7f6b46670	common_voice_sw_35005332.mp3	Katika siku zifuatazo siwezi kuwa mpole	2	1	twenties	male		sw	
ee933f06a9c3bc2fd4e1082e3d06960fa354a38ac96ed481884bd76e5efbb33411d1d5cb053d637355dc415e3c08091b3696421e5d4a3716f3f76311c75d6a04	common_voice_sw_35250262.mp3	aa kuenda mahakama ya kimataifa kwa sababu	4	1	teens	female		sw	
fd6d4abcedb5acce245d7c135be68a627d0c29027b01b96ee78c766c43310a2b83be23c510bd3c37e2453fa0df34bb2f58b55e359a1852fa6bf085024fa19bc3	common_voice_sw_35004951.mp3	Lahaja ni vijilugha vinavyoibuka kwa lugha moja kuu kutokana na tofauti za kijiografia baina ya wazungumzaji wa lugha hiyo.	2	1	teens	female		sw	
0821e58a6b55da30f6e3850c507e9eedcb24bf457f01bd6b1045be7f5367a2d37ed932e90607331e747229a07b2a530fbc8beedae28b9e2a33c7a3eec8807ad5	common_voice_sw_35005204.mp3	Mutahaba Lakini majira ya saa mbili usiku tarehe ishirini na sita februari watanzania	2	1				sw	
0821e58a6b55da30f6e3850c507e9eedcb24bf457f01bd6b1045be7f5367a2d37ed932e90607331e747229a07b2a530fbc8beedae28b9e2a33c7a3eec8807ad5	common_voice_sw_35005335.mp3	Nilifurahia mwaliko wako.	2	1				sw	
0b2417abdb5e6fbb11f4cf509dad3b65fec25fabedd9b077808b357afcd2a10f1f75180db1ea6c2773d54dd94ca176dd5979175190f2016bb96b357f1992d74c	common_voice_sw_35085915.mp3	juhudi za kupambana na wanamgambo wa Maumau karibu na Mlima Kenya	2	1				sw	
0b2417abdb5e6fbb11f4cf509dad3b65fec25fabedd9b077808b357afcd2a10f1f75180db1ea6c2773d54dd94ca176dd5979175190f2016bb96b357f1992d74c	common_voice_sw_35087560.mp3	Anapenda kuchukua viatu vyetu	2	1				sw	
11cfc2dfbc1c4eec5bd6efd9b64e68eb3123eebc3f6bcad7817c6847dc5a8f56542f31f08779f4648644b2311c4808d2a4308dd3eb630fe059169177539001aa	common_voice_sw_35895247.mp3	Hatujui bado jinsi miti hii imeweza kukua juu	9	3				sw	
11cfc2dfbc1c4eec5bd6efd9b64e68eb3123eebc3f6bcad7817c6847dc5a8f56542f31f08779f4648644b2311c4808d2a4308dd3eb630fe059169177539001aa	common_voice_sw_35895695.mp3	Waliona kuongea kiswahili ni kijushusha hadhi Kwa	4	2				sw	
456f36effeefddfc9b4239606adf50d78dd628885d788209d0b91cb4f25954abe3d1ec184c8ae47d1e1e405bd4302917605382be6cd006e06a984ee10f72b2d7	common_voice_sw_35991224.mp3	Akishangiliwa na wafuasi wake wakati huo akiwa kichocheo	4	0				sw	
456f36effeefddfc9b4239606adf50d78dd628885d788209d0b91cb4f25954abe3d1ec184c8ae47d1e1e405bd4302917605382be6cd006e06a984ee10f72b2d7	common_voice_sw_36034787.mp3	wa Kanisa Katoliki na madhehebu mbalimbali ya	2	0				sw	
47fbe6c00e1226cd62ae33b6c96ea7754fcc3c6d2d48c8f425a2130e1fe5e9cb188e51750fa1abb79d0d04adbdc5b57185313190b3b40daa616d9d6e7629ba2d	common_voice_sw_36441658.mp3	na mali zao yaani wanyama wakati huo walijikuta hawajui pakuelekea kwahiyo wakawa wanaulizana kailo	12	0				sw	
47fbe6c00e1226cd62ae33b6c96ea7754fcc3c6d2d48c8f425a2130e1fe5e9cb188e51750fa1abb79d0d04adbdc5b57185313190b3b40daa616d9d6e7629ba2d	common_voice_sw_36441684.mp3	eeh jambo la kwanza waziri wa sheria maswala ya katiba	2	0				sw	
4869e385f8e683863628847cdff33e9f8677284b4aae2202ac3b5568e0d2c90b22981c4b0de8335f1e347c1bca90c731f57e8bbaa5509ad2c615402f5e441326	common_voice_sw_35988483.mp3	sababu walitokana na kundi moja la wabantu	2	0				sw	
4869e385f8e683863628847cdff33e9f8677284b4aae2202ac3b5568e0d2c90b22981c4b0de8335f1e347c1bca90c731f57e8bbaa5509ad2c615402f5e441326	common_voice_sw_35989058.mp3	miaka kumi wamekuwa wasimamizi wa kufuatilia na	8	0				sw	
66858b5ce4429ee1297e082789724acb02c7c3d38e543b03815604906fa731232f78b0a5b822b036f3d856b27f3815e1837349b842f8aa6e0be7ab68940e39be	common_voice_sw_34931184.mp3	Tafadhali ongea na mimi kwa Kiswahili	2	1	twenties	female		sw	
66858b5ce4429ee1297e082789724acb02c7c3d38e543b03815604906fa731232f78b0a5b822b036f3d856b27f3815e1837349b842f8aa6e0be7ab68940e39be	common_voice_sw_34937391.mp3	ndo huwapanda majike Kupigana huku kunaweza chukua nusu saa hadi saa zima mpaka mmoja	2	1	twenties	female		sw	
6c318f64ebfe0ad42006277eef9edc1ad89cf31bd12ee5ac2aeab82fc25772708d9f88dae39395780df4d3422ffa4224e34c22acf75936d8bfc4484b92639cad	common_voice_sw_36105601.mp3	sic imebeba watu wadhaifu	7	4	twenties	female		sw	
6c318f64ebfe0ad42006277eef9edc1ad89cf31bd12ee5ac2aeab82fc25772708d9f88dae39395780df4d3422ffa4224e34c22acf75936d8bfc4484b92639cad	common_voice_sw_36106622.mp3	washikilia nafasi ya tatu katika ligi ya tanzania bara	8	1	twenties	female		sw	
6f0430f12b1018c5b799d96cbd18694f3baaf28c85b0a85513faeafd4f548c99965ef8f57ab46cbc74d8d2eb02bc32860ebeee788a262600bb58f634bd64a565	common_voice_sw_35895535.mp3	msingi wa kipato na maisha yake Kwa mfano aliye na kuku wa kisasa wa	10	0				sw	
6f0430f12b1018c5b799d96cbd18694f3baaf28c85b0a85513faeafd4f548c99965ef8f57ab46cbc74d8d2eb02bc32860ebeee788a262600bb58f634bd64a565	common_voice_sw_35896086.mp3	Sekta binafsi washirika wa maendeleo na wananchi kwa ujumla watashirikiana vyema	5	0				sw	
7c50ccce2e8acf3b5d6a29c0312caa16147efbbd99db6970d8df48be29fae885b39ab6d2ecaab3089f989502c0228af3732bfcae859ba6d96944618ded294d7c	common_voice_sw_35004122.mp3	au njia ya haki Sheria hizi zilikuwa kiini cha sheria ya Ukhalifa	3	2				sw	
7c50ccce2e8acf3b5d6a29c0312caa16147efbbd99db6970d8df48be29fae885b39ab6d2ecaab3089f989502c0228af3732bfcae859ba6d96944618ded294d7c	common_voice_sw_35004145.mp3	tareha tano mwezi wa pili mwaka elfu moja mia tisa sitini na saba	3	2				sw	
9d12af75945e33e74ea227e2904d01bf57b4126012507c8f6d60adfb124bda6e559ba1bfe8dfd958b1d1bf13788d93a6739c165c604af4b063472c8dfa06d13b	common_voice_sw_36411014.mp3	nchi ina sababu za kuwa na akiba ya fedha za kigeni	3	2				sw	
9d12af75945e33e74ea227e2904d01bf57b4126012507c8f6d60adfb124bda6e559ba1bfe8dfd958b1d1bf13788d93a6739c165c604af4b063472c8dfa06d13b	common_voice_sw_36411077.mp3	nza na taarifa ya habari lakini kwanza tunayapa uzito yale tuliokwandalia asubuhi	6	2				sw	
9fc6116c13ff0515b377140408037c213a5e0503962f79cc6e9b050ef8116a605285b6b92f25713a881701144daa359bcff31904ab9527bbb38a628c950f2e03	common_voice_sw_35988250.mp3	ambayo ni maarufu kutokana na maua yake	2	1				sw	
9fc6116c13ff0515b377140408037c213a5e0503962f79cc6e9b050ef8116a605285b6b92f25713a881701144daa359bcff31904ab9527bbb38a628c950f2e03	common_voice_sw_35989729.mp3	kwenye mambo bandia	7	6				sw	
bb3c1244d6ed58608de2ad96c4859ab45c174386226728c15726d00003b767e8330460a5d1fa7e347d8ed6031f31068d27c06043c98e6e2d2e86c0573bcaaf32	common_voice_sw_35774887.mp3	Maji ya kifufu ni bahari ya chungu	3	0				sw	
bb3c1244d6ed58608de2ad96c4859ab45c174386226728c15726d00003b767e8330460a5d1fa7e347d8ed6031f31068d27c06043c98e6e2d2e86c0573bcaaf32	common_voice_sw_35774913.mp3	kwa kupitia jua anaeleza ni namna gani	2	0				sw	
bfa9c52f8443da3ee4001e621fc039587a20d86c58338738ad9ee02cdabea292b3200e714344ef02afb6a12c43a6b2347b28d094e16d73a2f771bba2361f13e1	common_voice_sw_36366561.mp3	maeneo ambayo yameathirika kwa kuongezeka kwa kiwango hicho	2	0	twenties	female		sw	
bfa9c52f8443da3ee4001e621fc039587a20d86c58338738ad9ee02cdabea292b3200e714344ef02afb6a12c43a6b2347b28d094e16d73a2f771bba2361f13e1	common_voice_sw_36390795.mp3	Akizungumza katika kikao chake na viongozi wakuu wa utawala wa vyombo hivyo	6	3	twenties	female		sw	
dd00f06385f0b3357ee63db4ba1c18c228ce6409c2ee14773053d23b4c9f7a50e3b1d5962574ef4524fb9fb479446f09d9a0abc14975067fdce877448c5a0d65	common_voice_sw_36105313.mp3	Dawa ya kikohozi ya risasi kwenye mishipa yake	8	5	twenties	female		sw	
dd00f06385f0b3357ee63db4ba1c18c228ce6409c2ee14773053d23b4c9f7a50e3b1d5962574ef4524fb9fb479446f09d9a0abc14975067fdce877448c5a0d65	common_voice_sw_36105682.mp3	kukaa katika nyumba zao Tangu wakati huo	7	1	twenties	female		sw	
e2e89c3b402580f3c168e7e92efb12ea9edc6b0666e50007bb4fec7732101b5b2ce8024475b7333d9519b072637d0464bd9b1480efcbf6ea6cc4723e854a43e6	common_voice_sw_35004076.mp3	Yeye alifika kuchelewa kazini	2	1				sw	
e2e89c3b402580f3c168e7e92efb12ea9edc6b0666e50007bb4fec7732101b5b2ce8024475b7333d9519b072637d0464bd9b1480efcbf6ea6cc4723e854a43e6	common_voice_sw_35004137.mp3	kulevya hugeuka sugu na kurejelea matumizi	2	1				sw	
ed064ba99e1bd273309e9504ca24192b046e57a858689e4cb0813fd508de0dc8f62a4a71c6d4b2ea774ed26de3af09360d617fd374a735b1465ee6968a617591	common_voice_sw_36299573.mp3	Kabati chafu.	2	0	twenties	female		sw	
ed064ba99e1bd273309e9504ca24192b046e57a858689e4cb0813fd508de0dc8f62a4a71c6d4b2ea774ed26de3af09360d617fd374a735b1465ee6968a617591	common_voice_sw_36299640.mp3	Anavaa miwani ya kaka yake	5	1	twenties	female		sw	
eda28416d0b88210f137f854514138547702c49a201726016b7103b59c625000a6113b574c91140518502afc6bf030cb84c4314b29f58dd312b91e8a10ed40c4	common_voice_sw_35327189.mp3	Sikuachi pengine uniache wewe.	7	0				sw	
eda28416d0b88210f137f854514138547702c49a201726016b7103b59c625000a6113b574c91140518502afc6bf030cb84c4314b29f58dd312b91e8a10ed40c4	common_voice_sw_35327192.mp3	Mandhari ni mazuri.	2	0				sw	
0fea4008410578d2b6117633d31a0cbc65fd3656c47fec26e6e3101fba463e373c71600281f8099b894d07674ec1886d41a44e82fb3837017e418189f0516837	common_voice_sw_36377093.mp3	Yeye hana nakala safi	2	0	twenties	female		sw	
0fea4008410578d2b6117633d31a0cbc65fd3656c47fec26e6e3101fba463e373c71600281f8099b894d07674ec1886d41a44e82fb3837017e418189f0516837	common_voice_sw_36377182.mp3	ambaye awali alikuwa mushirika wa karibu wa waziri mkuu berlusconi	2	0	twenties	female		sw	
0fea4008410578d2b6117633d31a0cbc65fd3656c47fec26e6e3101fba463e373c71600281f8099b894d07674ec1886d41a44e82fb3837017e418189f0516837	common_voice_sw_36390653.mp3	makazi ya eneo hilo hufanya idadi kubwa ya	2	0	twenties	female		sw	
119805c02012ef3c4c1c01e66550d976b2a19b88684f38cefc7f47e1308a45633c2009ff8991f846ef7d4a206f45f1e244135f6d6a2928e79db8bd0d1605ff92	common_voice_sw_34994741.mp3	Nchi zinafafanua fahirisi zao kulingana na viwango vyao vya ubora wa	2	1	thirties	female		sw	
119805c02012ef3c4c1c01e66550d976b2a19b88684f38cefc7f47e1308a45633c2009ff8991f846ef7d4a206f45f1e244135f6d6a2928e79db8bd0d1605ff92	common_voice_sw_34995185.mp3	zote jiolojia na uundaji wa Mto Amazon	2	1	thirties	female		sw	
119805c02012ef3c4c1c01e66550d976b2a19b88684f38cefc7f47e1308a45633c2009ff8991f846ef7d4a206f45f1e244135f6d6a2928e79db8bd0d1605ff92	common_voice_sw_34995273.mp3	abiria wengine walijirusha kwenye bahari ya atlantiki	2	1	thirties	female		sw	
1c4644fd0dc1d281bac0add386d20d8e18be7f5dc5b0fc9075fdb07c904e118fe449751d71b91c107e2a4cef727848ba9695da239285ae239944f6c54531109b	common_voice_sw_35988451.mp3	ili tuandamane sote mwanzo hadi mwisho	3	1				sw	
1c4644fd0dc1d281bac0add386d20d8e18be7f5dc5b0fc9075fdb07c904e118fe449751d71b91c107e2a4cef727848ba9695da239285ae239944f6c54531109b	common_voice_sw_35989247.mp3	Sauti za busara ni alama ya upendo na mshikamano wa kiburudani Zanzibar	4	0				sw	
1c4644fd0dc1d281bac0add386d20d8e18be7f5dc5b0fc9075fdb07c904e118fe449751d71b91c107e2a4cef727848ba9695da239285ae239944f6c54531109b	common_voice_sw_35990723.mp3	wa burudani haitoke kwa mpya na kwa	8	1				sw	
1f7d44b3c62e2d8fe129ed833a499c0c661fdf5a5c507b0769ef929297da66f7d708903f9c533c640a36f4ad9fdd299c1728ee1dde03a42ec82411987723d192	common_voice_sw_35014735.mp3	a taarifa hizo kusambazwa kwenye viombo mbalimbali vya habari	2	1	twenties	female		sw	
1f7d44b3c62e2d8fe129ed833a499c0c661fdf5a5c507b0769ef929297da66f7d708903f9c533c640a36f4ad9fdd299c1728ee1dde03a42ec82411987723d192	common_voice_sw_35014740.mp3	karibu Kigali bwana Albalo alisema afisa uhamiaji	2	1	twenties	female		sw	
1f7d44b3c62e2d8fe129ed833a499c0c661fdf5a5c507b0769ef929297da66f7d708903f9c533c640a36f4ad9fdd299c1728ee1dde03a42ec82411987723d192	common_voice_sw_35015641.mp3	Alijeruhiwa tu mmoja wao akiwa Katibu Mkuu wa chama	3	2	twenties	female		sw	
36fe3d2cc1db6145e0a22d3c64e0ebbd4b75e4dcd1a5c0af70b367fbf25176b1faf148a782916aef8ceabec10f3412b5eee8a8299b5bb88a56ab28ef96807002	common_voice_sw_36389546.mp3	virusi vya ukimwi vinaenda kupambana na mfumo wa kinga mwilini	3	2	twenties	female		sw	
36fe3d2cc1db6145e0a22d3c64e0ebbd4b75e4dcd1a5c0af70b367fbf25176b1faf148a782916aef8ceabec10f3412b5eee8a8299b5bb88a56ab28ef96807002	common_voice_sw_36390140.mp3	Kwani ni kesho	4	3	twenties	female		sw	
36fe3d2cc1db6145e0a22d3c64e0ebbd4b75e4dcd1a5c0af70b367fbf25176b1faf148a782916aef8ceabec10f3412b5eee8a8299b5bb88a56ab28ef96807002	common_voice_sw_36390169.mp3	au kwa kila mwafrika	2	0	twenties	female		sw	
3851dfb8d8a403d28e239dabe435e3cbb76992f1f578e59bf023a4406eb51f8474c9f7fd6cb9dce5951e2b064aae22312c1bb19d2e1575d3da7f586367117056	common_voice_sw_35373879.mp3	kuna upinzani kuna vita vinaendelea al shabab	10	0	thirties	female		sw	
3851dfb8d8a403d28e239dabe435e3cbb76992f1f578e59bf023a4406eb51f8474c9f7fd6cb9dce5951e2b064aae22312c1bb19d2e1575d3da7f586367117056	common_voice_sw_35374193.mp3	Wazikabithi heshima zao	9	4	thirties	female		sw	
3851dfb8d8a403d28e239dabe435e3cbb76992f1f578e59bf023a4406eb51f8474c9f7fd6cb9dce5951e2b064aae22312c1bb19d2e1575d3da7f586367117056	common_voice_sw_36299559.mp3	ikifuatiwa na Peru asilimia kumi na tatu	2	0	thirties	female		sw	
657e75d8c03f224385f428d7e68d3c401fe3e0cd4e7d6e0e70f21fcf7feca401c079786c1a84e540eace3b8c9f95e9bceab8891542d830a5f8791f022d830cdb	common_voice_sw_34987281.mp3	bado umri wakuweza kuwatengeneza nywele kwa sababu	2	1				sw	
657e75d8c03f224385f428d7e68d3c401fe3e0cd4e7d6e0e70f21fcf7feca401c079786c1a84e540eace3b8c9f95e9bceab8891542d830a5f8791f022d830cdb	common_voice_sw_34987283.mp3	Uchafuzi wa hewa huwaathiri watu kila mahali kazini safarini na	3	2				sw	
657e75d8c03f224385f428d7e68d3c401fe3e0cd4e7d6e0e70f21fcf7feca401c079786c1a84e540eace3b8c9f95e9bceab8891542d830a5f8791f022d830cdb	common_voice_sw_34987284.mp3	Mpige picha	2	1				sw	
6e8efc36879f4bc2d80207c91a1a27d4f15ce4d514df93fcc65ceb21c37ce03d9bc7b8d820f092f39e24d043ec930e19726637ce8ccf4f3cc695f0511325f36b	common_voice_sw_36374687.mp3	Bodi ya Mfuko wa Fursa Sawa kwa Wote	2	0				sw	
6e8efc36879f4bc2d80207c91a1a27d4f15ce4d514df93fcc65ceb21c37ce03d9bc7b8d820f092f39e24d043ec930e19726637ce8ccf4f3cc695f0511325f36b	common_voice_sw_36374688.mp3	Huduma yao ni nzuri.	7	0				sw	
6e8efc36879f4bc2d80207c91a1a27d4f15ce4d514df93fcc65ceb21c37ce03d9bc7b8d820f092f39e24d043ec930e19726637ce8ccf4f3cc695f0511325f36b	common_voice_sw_36374718.mp3	kama nikiwa mimi nina ninacheza mziki au napiga mziki	19	2				sw	
9dd0f51e0e64305fbb5629e8df8b859c983769b758ea828dfa5f01d2f3edb9f93539d966e143b63889e990bc499158f6f5ebbace6c12aaf207f1ce8f6fd083aa	common_voice_sw_35895900.mp3	Barani afrika vinanda hivyo vipo viwili	5	3				sw	
9dd0f51e0e64305fbb5629e8df8b859c983769b758ea828dfa5f01d2f3edb9f93539d966e143b63889e990bc499158f6f5ebbace6c12aaf207f1ce8f6fd083aa	common_voice_sw_35896193.mp3	makao makuu ya iringa ni iringa mjini	10	1				sw	
9dd0f51e0e64305fbb5629e8df8b859c983769b758ea828dfa5f01d2f3edb9f93539d966e143b63889e990bc499158f6f5ebbace6c12aaf207f1ce8f6fd083aa	common_voice_sw_35896195.mp3	muda wa kuwahudumia watoto Wengi wa watoto hao ni wale ambao wazazi wao ni	14	0				sw	
abff8cd20b1b32b6cb87f872f133e9d2007a35fa36cf43a64238d7149eb25f2fe64c44b9a96ecac2f1b88507e63e797b95fda03cf0bb92ee6b0534daec2a988f	common_voice_sw_34991517.mp3	Mtundu kama tumbili.	2	1				sw	
